Entity,Code,Year,Gas (terawatt-hours)
Chile,CHL,2008,24.88633919999996
Chile,CHL,2009,25.15429439999996
Chile,CHL,2010,51.65778509999992
Chile,CHL,2011,52.52863949999991
Chile,CHL,2012,47.70753929999993
Chile,CHL,2013,47.81325599999993
Chile,CHL,2014,39.590380799999934
Chile,CHL,2015,42.596597402999926
Chile,CHL,2016,47.445425397817246
China,CHN,1965,11.895583333333327
China,CHN,1966,14.490983333333329
China,CHN,1967,15.788683333333324
China,CHN,1968,15.139833333333327
China,CHN,1969,21.195766666666657
China,CHN,1970,31.03665833333332
China,CHN,1971,40.44498333333332
China,CHN,1972,52.34056666666664
China,CHN,1973,64.66871666666664
China,CHN,1974,81.43067499999997
China,CHN,1975,95.70537499999996
China,CHN,1976,109.22308333333328
China,CHN,1977,131.06769999999995
China,CHN,1978,148.47850833333328
China,CHN,1979,156.91355833333324
China,CHN,1980,154.31815833333326
China,CHN,1981,137.77248333333327
China,CHN,1982,129.01300833333326
China,CHN,1983,132.04097499999995
China,CHN,1984,134.4200916666666
China,CHN,1985,139.82717499999993
China,CHN,1986,148.80293333333327
China,CHN,1987,150.20877499999992
China,CHN,1988,155.29143333333326
China,CHN,1989,162.53692499999994
China,CHN,1990,164.9160416666666
China,CHN,1991,171.83710833333325
China,CHN,1992,171.7289666666666
China,CHN,1993,181.24543333333327
China,CHN,1994,187.53927833333321
China,CHN,1995,191.85413083333324
China,CHN,1996,199.93231333333324
China,CHN,1997,211.35207333333327
China,CHN,1998,219.06257416666656
China,CHN,1999,232.4396983333332
China,CHN,2000,265.30696759
China,CHN,2001,296.9991479
China,CHN,2002,315.99063552
China,CHN,2003,367.13988724
China,CHN,2004,429.5486874069999
China,CHN,2005,504.654641827196
China,CHN,2006,620.772199455107
China,CHN,2007,763.5914624432592
China,CHN,2008,880.2070474070971
China,CHN,2009,969.2787795013339
China,CHN,2010,1163.7052241311344
China,CHN,2011,1434.8060309276011
China,CHN,2012,1579.931524262993
China,CHN,2013,1799.4552886362305
China,CHN,2014,1971.989803568246
China,CHN,2015,2038.5459406990951
China,CHN,2016,2201.629615955023
Colombia,COL,1965,9.73431
Colombia,COL,1966,10.15299
Colombia,COL,1967,12.560400000000001
Colombia,COL,1968,12.804630000000001
Colombia,COL,1969,13.97926
Colombia,COL,1970,13.58384
Colombia,COL,1971,13.004499999999979
Colombia,COL,1972,15.885249999999976
Colombia,COL,1973,16.459999999999972
Colombia,COL,1974,17.12574999999997
Colombia,COL,1975,16.142249999999976
Colombia,COL,1976,17.204499999999975
Colombia,COL,1977,19.25474999999997
Colombia,COL,1978,23.850749999999962
Colombia,COL,1979,25.72149999999996
Colombia,COL,1980,28.37149999999996
Colombia,COL,1981,30.634499999999953
Colombia,COL,1982,33.03124999999995
Colombia,COL,1983,36.559749999999944
Colombia,COL,1984,36.30574999999995
Colombia,COL,1985,36.43224999999995
Colombia,COL,1986,37.07074999999994
Colombia,COL,1987,37.63624999999994
Colombia,COL,1988,37.77824999999994
Colombia,COL,1989,36.05899999999994
Colombia,COL,1990,37.41949999999994
Colombia,COL,1991,38.582499999999946
Colombia,COL,1992,37.96574999999994
Colombia,COL,1993,39.41674999999994
Colombia,COL,1994,38.99649999999994
Colombia,COL,1995,41.47249999999994
Colombia,COL,1996,45.10274999999993
Colombia,COL,1997,56.73999999999992
Colombia,COL,1998,65.88624999999989
Colombia,COL,1999,56.908999999999914
Colombia,COL,2000,62.375787621407746
Colombia,COL,2001,64.58539321284323
Colombia,COL,2002,65.23449264211803
Colombia,COL,2003,62.52991168680634
Colombia,COL,2004,66.71497284724481
Colombia,COL,2005,70.10273836167907
Colombia,COL,2006,73.56460198447805
Colombia,COL,2007,77.88137716322196
Colombia,COL,2008,79.11545245602015
Colombia,COL,2009,91.12346948617807
Colombia,COL,2010,95.10166965158982
Colombia,COL,2011,92.5986558363188
Colombia,COL,2012,102.9397932421476
Colombia,COL,2013,104.77255472782402
Colombia,COL,2014,113.8406184906504
Colombia,COL,2015,112.11729382157654
Colombia,COL,2016,110.590706046468
Czech Republic,CZE,1965,4.2904999999999935
Czech Republic,CZE,1966,4.4902499999999925
Czech Republic,CZE,1967,5.393749999999992
Czech Republic,CZE,1968,6.65124999999999
Czech Republic,CZE,1969,7.293999999999989
Czech Republic,CZE,1970,8.012499999999987
Czech Republic,CZE,1971,9.954999999999984
Czech Republic,CZE,1972,10.810499999999983
Czech Republic,CZE,1973,11.872499999999983
Czech Republic,CZE,1974,14.475249999999978
Czech Republic,CZE,1975,16.571999999999974
Czech Republic,CZE,1976,18.296249999999972
Czech Republic,CZE,1977,20.792999999999967
Czech Republic,CZE,1978,23.298999999999964
Czech Republic,CZE,1979,26.14074999999996
Czech Republic,CZE,1980,30.111249999999956
Czech Republic,CZE,1981,30.207499999999953
Czech Republic,CZE,1982,31.99774999999995
Czech Republic,CZE,1983,37.541749999999944
Czech Republic,CZE,1984,39.960249999999945
Czech Republic,CZE,1985,49.06349999999993
Czech Republic,CZE,1986,51.845999999999925
Czech Republic,CZE,1987,56.55599999999992
Czech Republic,CZE,1988,56.91624999999991
Czech Republic,CZE,1989,58.737749999999906
Czech Republic,CZE,1990,61.030749999999905
Czech Republic,CZE,1991,58.889749999999914
Czech Republic,CZE,1992,67.45049999999989
Czech Republic,CZE,1993,68.9317499999999
Czech Republic,CZE,1994,67.3297499999999
Czech Republic,CZE,1995,76.16049999999989
Czech Republic,CZE,1996,87.63749999999987
Czech Republic,CZE,1997,88.93424999999986
Czech Republic,CZE,1998,89.09674999999986
Czech Republic,CZE,1999,89.79949999999987
Czech Republic,CZE,2000,87.17924999999987
Czech Republic,CZE,2001,93.41399999999986
Czech Republic,CZE,2002,90.27249999999987
Czech Republic,CZE,2003,91.20474999999986
Czech Republic,CZE,2004,86.24337014796087
Czech Republic,CZE,2005,89.85972222222225
Czech Republic,CZE,2006,88.3716666666667
Czech Republic,CZE,2007,82.26305555555558
Czech Republic,CZE,2008,82.66333333333337
Czech Republic,CZE,2009,77.90583333333336
Czech Republic,CZE,2010,88.47277777777781
Czech Republic,CZE,2011,80.22361111111114
Czech Republic,CZE,2012,79.7333327777778
Czech Republic,CZE,2013,80.78530555555557
Czech Republic,CZE,2014,71.83666666666669
Czech Republic,CZE,2015,75.38555555555558
Czech Republic,CZE,2016,81.60000000000004
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0.15119000000000002
Denmark,DNK,1984,1.18626
Denmark,DNK,1985,6.7454
Denmark,DNK,1986,12.01379
Denmark,DNK,1987,15.24693
Denmark,DNK,1988,18.59637
Denmark,DNK,1989,19.829150000000002
Denmark,DNK,1990,21.13171
Denmark,DNK,1991,24.393696949656
Denmark,DNK,1992,25.649131224366002
Denmark,DNK,1993,28.822974613362007
Denmark,DNK,1994,32.207278902921
Denmark,DNK,1995,37.293849803466
Denmark,DNK,1996,43.93122301098
Denmark,DNK,1997,45.903101768999996
Denmark,DNK,1998,49.496592769344005
Denmark,DNK,1999,51.90193854087301
Denmark,DNK,2000,51.22489641964201
Denmark,DNK,2001,53.529663678668996
Denmark,DNK,2002,53.40135372889502
Denmark,DNK,2003,54.15020545725001
Denmark,DNK,2004,54.122922405324005
Denmark,DNK,2005,52.00558226772149
Denmark,DNK,2006,52.98290757771668
Denmark,DNK,2007,47.48961303326024
Denmark,DNK,2008,47.716099516866684
Denmark,DNK,2009,45.82792283918335
Denmark,DNK,2010,51.83978527386669
Denmark,DNK,2011,43.47364559255782
Denmark,DNK,2012,40.60289213639594
Denmark,DNK,2013,38.29782495651149
Denmark,DNK,2014,32.89438225860468
Denmark,DNK,2015,33.092526110714516
Denmark,DNK,2016,33.655080021401396
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0.6978
Ecuador,ECU,1971,0.6978
Ecuador,ECU,1972,1.01181
Ecuador,ECU,1973,0.5815
Ecuador,ECU,1974,1.163
Ecuador,ECU,1975,1.45375
Ecuador,ECU,1976,1.3258200000000002
Ecuador,ECU,1977,0.84899
Ecuador,ECU,1978,0.8722500000000001
Ecuador,ECU,1979,0.62802
Ecuador,ECU,1980,0.48846000000000006
Ecuador,ECU,1981,0.7908400000000001
Ecuador,ECU,1982,1.02344
Ecuador,ECU,1983,1.26767
Ecuador,ECU,1984,1.8259100000000001
Ecuador,ECU,1985,1.8608000000000002
Ecuador,ECU,1986,1.8491700000000002
Ecuador,ECU,1987,1.72124
Ecuador,ECU,1988,2.0119900000000004
Ecuador,ECU,1989,1.5933100000000002
Ecuador,ECU,1990,2.61675
Ecuador,ECU,1991,3.2098800000000005
Ecuador,ECU,1992,3.2215100000000003
Ecuador,ECU,1993,3.70997
Ecuador,ECU,1994,3.3494400000000004
Ecuador,ECU,1995,3.2331400000000006
Ecuador,ECU,1996,3.43085
Ecuador,ECU,1997,3.1284700000000005
Ecuador,ECU,1998,3.1866200000000005
Ecuador,ECU,1999,3.0005400000000004
Ecuador,ECU,2000,3.2680300000000004
Ecuador,ECU,2001,3.326180000000001
Ecuador,ECU,2002,1.5148060947609074
Ecuador,ECU,2003,2.6434670726944587
Ecuador,ECU,2004,3.3557075833195373
Ecuador,ECU,2005,3.4068922
Ecuador,ECU,2006,4.0730586
Ecuador,ECU,2007,4.7606242000000005
Ecuador,ECU,2008,4.1664475
Ecuador,ECU,2009,5.001132600000001
Ecuador,ECU,2010,5.1923297999999996
Ecuador,ECU,2011,4.5882676
Ecuador,ECU,2012,6.020036900000001
Ecuador,ECU,2013,6.7019038
Ecuador,ECU,2014,6.9056614000000005
Ecuador,ECU,2015,6.663873700000001
Ecuador,ECU,2016,6.782775679900001
Egypt,EGY,1965,0.5128830000000001
Egypt,EGY,1966,0.586152
Egypt,EGY,1967,0.586152
Egypt,EGY,1968,0.586152
Egypt,EGY,1969,0.7431570000000002
Egypt,EGY,1970,0.8896950000000002
Egypt,EGY,1971,0.8896950000000002
Egypt,EGY,1972,0.7431570000000002
Egypt,EGY,1973,0.5966190000000001
Egypt,EGY,1974,0.62802
Egypt,EGY,1975,0.5233500000000001
Egypt,EGY,1976,3.9774600000000007
Egypt,EGY,1977,4.814820000000001
Egypt,EGY,1978,7.745580000000001
Egypt,EGY,1979,11.723040000000003
Egypt,EGY,1980,22.818060000000003
Egypt,EGY,1981,25.539480000000005
Egypt,EGY,1982,27.946890000000003
Egypt,EGY,1983,32.76171
Egypt,EGY,1984,42.07734
Egypt,EGY,1985,51.60231000000001
Egypt,EGY,1986,59.452560000000005
Egypt,EGY,1987,65.73276
Egypt,EGY,1988,72.43164
Egypt,EGY,1989,81.01458000000001
Egypt,EGY,1990,84.46869000000001
Egypt,EGY,1991,95.04036
Egypt,EGY,1992,102.78594000000002
Egypt,EGY,1993,118.17243
Egypt,EGY,1994,125.60400000000001
Egypt,EGY,1995,131.88420000000002
Egypt,EGY,1996,136.07100000000003
Egypt,EGY,1997,140.2578
Egypt,EGY,1998,143.39790000000002
Egypt,EGY,1999,171.6588
Egypt,EGY,2000,209.34
Egypt,EGY,2001,256.4415
Egypt,EGY,2002,277.37550000000005
Egypt,EGY,2003,310.86990000000003
Egypt,EGY,2004,331.80390000000006
Egypt,EGY,2005,330.7572
Egypt,EGY,2006,382.04550000000006
Egypt,EGY,2007,401.51412000000005
Egypt,EGY,2008,427.4722800000001
Egypt,EGY,2009,445.26618
Egypt,EGY,2010,472.1663700000001
Egypt,EGY,2011,519.3725400000001
Egypt,EGY,2012,550.6688700000001
Egypt,EGY,2013,538.31781
Egypt,EGY,2014,502.6198971600001
Egypt,EGY,2015,500.44516857
Egypt,EGY,2016,536.7163590000001
Europe & Eurasia,,1965,1617.3488021496228
Europe & Eurasia,,1966,1809.8338279789743
Europe & Eurasia,,1967,2034.409864701651
Europe & Eurasia,,1968,2306.860453754484
Europe & Eurasia,,1969,2615.21418139704
Europe & Eurasia,,1970,3013.188187491534
Europe & Eurasia,,1971,3442.889564843059
Europe & Eurasia,,1972,3841.904100457267
Europe & Eurasia,,1973,4256.838191198069
Europe & Eurasia,,1974,4646.680012493716
Europe & Eurasia,,1975,5032.446572315146
Europe & Eurasia,,1976,5508.67914010487
Europe & Eurasia,,1977,5842.585786861019
Europe & Eurasia,,1978,6162.210796221184
Europe & Eurasia,,1979,6525.912605217794
Europe & Eurasia,,1980,6632.465001769234
Europe & Eurasia,,1981,6829.346506048656
Europe & Eurasia,,1982,7096.6577970261815
Europe & Eurasia,,1983,7516.378557319904
Europe & Eurasia,,1984,8079.700106250545
Europe & Eurasia,,1985,8637.715389175708
Europe & Eurasia,,1986,8863.424037178302
Europe & Eurasia,,1987,9304.93527029404
Europe & Eurasia,,1988,9595.50721355962
Europe & Eurasia,,1989,9850.38436671961
Europe & Eurasia,,1990,10205.203162427248
Europe & Eurasia,,1991,10364.514264446027
Europe & Eurasia,,1992,9927.510141932897
Europe & Eurasia,,1993,9892.833877665546
Europe & Eurasia,,1994,9450.082851562407
Europe & Eurasia,,1995,9549.555481341873
Europe & Eurasia,,1996,10032.115032601101
Europe & Eurasia,,1997,9636.696176702744
Europe & Eurasia,,1998,9879.392879723748
Europe & Eurasia,,1999,10113.859765114357
Europe & Eurasia,,2000,10305.40350687532
Europe & Eurasia,,2001,10546.955574699328
Europe & Eurasia,,2002,10622.466741280863
Europe & Eurasia,,2003,10936.962140344076
Europe & Eurasia,,2004,11180.256303432616
Europe & Eurasia,,2005,11431.665449091084
Europe & Eurasia,,2006,11668.658765436594
Europe & Eurasia,,2007,11762.894048493914
Europe & Eurasia,,2008,11850.26402537151
Europe & Eurasia,,2009,10899.268932765319
Europe & Eurasia,,2010,11706.0448761113
Europe & Eurasia,,2011,11438.60674622872
Europe & Eurasia,,2012,11241.925722008298
Europe & Eurasia,,2013,11036.697489523847
Europe & Eurasia,,2014,10525.401553355536
Europe & Eurasia,,2015,10574.030069138471
Europe & Eurasia,,2016,10780.371388922538
European Union,,1965,396.8340404054607
European Union,,1966,447.86564084674006
European Union,,1967,534.6698795116887
European Union,,1968,686.6040493470415
European Union,,1969,882.5321817389521
European Union,,1970,1107.1165697344352
European Union,,1971,1357.866812391121
European Union,,1972,1646.447760085027
European Union,,1973,1868.9143381418382
European Union,,1974,2112.3757257311686
European Union,,1975,2266.1463852435963
European Union,,1976,2465.413522758741
European Union,,1977,2577.605115609427
European Union,,1978,2676.5836552232527
European Union,,1979,2821.970721165496
European Union,,1980,2809.066792957037
European Union,,1981,2781.301373029334
European Union,,1982,2720.831252341543
European Union,,1983,2823.3319717655595
European Union,,1984,2959.12833889101
European Union,,1985,3105.799365544852
European Union,,1986,3150.850384552488
European Union,,1987,3305.4731654637358
European Union,,1988,3264.131597027643
European Union,,1989,3361.8427233223824
European Union,,1990,3460.7659906492013
European Union,,1991,3578.4029487161574
European Union,,1992,3476.8934876899393
European Union,,1993,3619.110497051036
European Union,,1994,3605.6019095136376
European Union,,1995,3894.2765517522134
European Union,,1996,4284.596599048077
European Union,,1997,4219.5690460367405
European Union,,1998,4348.443646384651
European Union,,1999,4499.714169575228
European Union,,2000,4616.066614871552
European Union,,2001,4735.969942751575
European Union,,2002,4746.384114241994
European Union,,2003,4949.871976468122
European Union,,2004,5075.811957534145
European Union,,2005,5195.8921897858645
European Union,,2006,5129.971417933426
European Union,,2007,5055.757318215524
European Union,,2008,5180.394529029437
European Union,,2009,4843.727368574754
European Union,,2010,5211.292974346601
European Union,,2011,4707.031023863155
European Union,,2012,4590.468513069199
European Union,,2013,4513.339406525887
European Union,,2014,4009.065455319613
European Union,,2015,4177.712917843206
European Union,,2016,4488.177209675527
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,4.444444444444446
Finland,FIN,1975,7.355000000000003
Finland,FIN,1976,8.618333333333338
Finland,FIN,1977,8.765000000000002
Finland,FIN,1978,9.543333333333337
Finland,FIN,1979,9.509444444444448
Finland,FIN,1980,8.945555555555558
Finland,FIN,1981,7.118055555555559
Finland,FIN,1982,6.723333333333336
Finland,FIN,1983,6.52027777777778
Finland,FIN,1984,7.46777777777778
Finland,FIN,1985,9.475555555555559
Finland,FIN,1986,11.472222222222227
Finland,FIN,1987,15.172222222222226
Finland,FIN,1988,16.320000000000007
Finland,FIN,1989,21.40000000000001
Finland,FIN,1990,25.210000000000008
Finland,FIN,1991,26.57000000000001
Finland,FIN,1992,27.59000000000001
Finland,FIN,1993,28.51000000000001
Finland,FIN,1994,31.47000000000001
Finland,FIN,1995,32.680000000000014
Finland,FIN,1996,34.189444444444455
Finland,FIN,1997,33.63833333333334
Finland,FIN,1998,38.5363888888889
Finland,FIN,1999,38.58000000000001
Finland,FIN,2000,39.41000000000001
Finland,FIN,2001,42.76000000000002
Finland,FIN,2002,42.460000000000015
Finland,FIN,2003,47.00000000000002
Finland,FIN,2004,45.280000000000015
Finland,FIN,2005,41.430000000000014
Finland,FIN,2006,44.280000000000015
Finland,FIN,2007,40.960000000000015
Finland,FIN,2008,41.880555555555574
Finland,FIN,2009,37.38000000000001
Finland,FIN,2010,41.30000000000002
Finland,FIN,2011,36.12000000000001
Finland,FIN,2012,31.945000000000014
Finland,FIN,2013,29.706666666666678
Finland,FIN,2014,26.5563888888889
Finland,FIN,2015,22.87861111111112
Finland,FIN,2016,20.830555555555563
France,FRA,1965,50.040629465102626
France,FRA,1966,52.78977947837614
France,FRA,1967,60.33156935385124
France,FRA,1968,72.14731512375722
France,FRA,1969,83.8398265822844
France,FRA,1970,95.517089982
France,FRA,1971,113.211574416
France,FRA,1972,133.870292316
France,FRA,1973,157.016157822
France,FRA,1974,163.93840360200002
France,FRA,1975,182.847206574
France,FRA,1976,196.427950668
France,FRA,1977,205.06140441
France,FRA,1978,218.97340812
France,FRA,1979,246.68489529
France,FRA,1980,250.916556852
France,FRA,1981,254.58291667800003
France,FRA,1982,245.49578128800002
France,FRA,1983,260.693216334
France,FRA,1984,272.58975732600004
France,FRA,1985,282.329510166
France,FRA,1986,283.012733124
France,FRA,1987,292.101668838
France,FRA,1988,277.252596486
France,FRA,1989,284.458393296
France,FRA,1990,294.000110496
France,FRA,1991,328.381798086
France,FRA,1992,326.463552864
France,FRA,1993,336.85682331600003
France,FRA,1994,323.64694596600003
France,FRA,1995,345.059999622
France,FRA,1996,377.5729509
France,FRA,1997,364.53500449200004
France,FRA,1998,388.66474706400004
France,FRA,1999,401.08846955159163
France,FRA,2000,416.0385617738958
France,FRA,2001,436.7621130318
France,FRA,2002,436.02066759564
France,FRA,2003,453.57320287339024
France,FRA,2004,467.0090903778966
France,FRA,2005,477.5406685608079
France,FRA,2006,460.9102902014305
France,FRA,2007,447.49069076824924
France,FRA,2008,463.9779757754586
France,FRA,2009,446.9463518248728
France,FRA,2010,495.57988533546177
France,FRA,2011,430.2676020902148
France,FRA,2012,444.52768458312005
France,FRA,2013,451.5240784173678
France,FRA,2014,379.1792079842418
France,FRA,2015,407.6650462823604
France,FRA,2016,445.6107701310688
Germany,DEU,1965,30.975673611847256
Germany,DEU,1966,37.22992221515535
Germany,DEU,1967,47.988648545987786
Germany,DEU,1968,78.8697399483332
Germany,DEU,1969,112.31637378341559
Germany,DEU,1970,159.73752907239242
Germany,DEU,1971,211.02473217475625
Germany,DEU,1972,273.224357698393
Germany,DEU,1973,352.3305531704808
Germany,DEU,1974,440.764919054686
Germany,DEU,1975,465.143483553781
Germany,DEU,1976,492.2885776808044
Germany,DEU,1977,522.7913402451426
Germany,DEU,1978,560.4232368506806
Germany,DEU,1979,619.4780039083818
Germany,DEU,1980,610.729149529463
Germany,DEU,1981,583.9387386880716
Germany,DEU,1982,541.8614782359477
Germany,DEU,1983,563.3434625690493
Germany,DEU,1984,588.3013431013432
Germany,DEU,1985,581.4914240172119
Germany,DEU,1986,579.8007670223668
Germany,DEU,1987,628.6170099014955
Germany,DEU,1988,618.8513967704322
Germany,DEU,1989,633.3579431527745
Germany,DEU,1990,637.6023198041689
Germany,DEU,1991,669.192777777778
Germany,DEU,1992,661.6269444444447
Germany,DEU,1993,700.1133333333336
Germany,DEU,1994,712.9272222222224
Germany,DEU,1995,777.3736111111114
Germany,DEU,1996,869.9100000000002
Germany,DEU,1997,831.0336111111113
Germany,DEU,1998,838.6502777777781
Germany,DEU,1999,836.1908333333336
Germany,DEU,2000,829.2458333333336
Germany,DEU,2001,874.4819444444447
Germany,DEU,2002,873.1277777777782
Germany,DEU,2003,883.7197222222225
Germany,DEU,2004,888.2105555555559
Germany,DEU,2005,902.8104919473989
Germany,DEU,2006,920.0689648854991
Germany,DEU,2007,886.3619585580161
Germany,DEU,2008,895.006303102997
Germany,DEU,2009,844.301216468662
Germany,DEU,2010,880.7125000000003
Germany,DEU,2011,808.6072222222224
Germany,DEU,2012,811.1005555555557
Germany,DEU,2013,849.7433333333336
Germany,DEU,2014,738.950277777778
Germany,DEU,2015,769.5361111111114
Germany,DEU,2016,842.2811038673591
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0.8434999999999988
Greece,GRC,1983,0.8039999999999987
Greece,GRC,1984,0.8844999999999986
Greece,GRC,1985,0.8312499999999987
Greece,GRC,1986,1.1387499999999984
Greece,GRC,1987,1.299999999999998
Greece,GRC,1988,1.5592499999999976
Greece,GRC,1989,1.5724999999999978
Greece,GRC,1990,1.6064999999999976
Greece,GRC,1991,1.5869999999999975
Greece,GRC,1992,1.4664999999999977
Greece,GRC,1993,1.0814999999999984
Greece,GRC,1994,0.5532499999999992
Greece,GRC,1995,0.5102499999999992
Greece,GRC,1996,0.5732499999999991
Greece,GRC,1997,1.988749999999997
Greece,GRC,1998,8.744148547200002
Greece,GRC,1999,15.677640072
Greece,GRC,2000,21.043367589600006
Greece,GRC,2001,20.7673527996
Greece,GRC,2002,22.335116806800002
Greece,GRC,2003,25.249832989200005
Greece,GRC,2004,27.756047282400004
Greece,GRC,2005,27.946890000000003
Greece,GRC,2006,32.950116
Greece,GRC,2007,38.86781189669994
Greece,GRC,2008,40.52680249154381
Greece,GRC,2009,34.03144282656364
Greece,GRC,2010,37.29560929037768
Greece,GRC,2011,45.98988131979584
Greece,GRC,2012,42.26817807561976
Greece,GRC,2013,37.306925953512625
Greece,GRC,2014,28.442690406131465
Greece,GRC,2015,29.520940623299953
Greece,GRC,2016,29.774575899480713
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0.3412242000000001
Hong Kong,HKG,1996,21.492937800000004
Hong Kong,HKG,1997,33.56034210000001
Hong Kong,HKG,1998,31.484736000000005
Hong Kong,HKG,1999,34.7179923
Hong Kong,HKG,2000,31.385299500000006
Hong Kong,HKG,2001,31.6752354
Hong Kong,HKG,2002,30.092625
Hong Kong,HKG,2003,19.350431411568753
Hong Kong,HKG,2004,27.95436512580375
Hong Kong,HKG,2005,28.01881939408875
Hong Kong,HKG,2006,30.738385609886254
Hong Kong,HKG,2007,28.716566714549998
Hong Kong,HKG,2008,33.2191780590825
Hong Kong,HKG,2009,32.261850132986254
Hong Kong,HKG,2010,40.092901509251256
Hong Kong,HKG,2011,31.930306023926246
Hong Kong,HKG,2012,29.40250974492375
Hong Kong,HKG,2013,27.700373780415
Hong Kong,HKG,2014,26.626325602814997
Hong Kong,HKG,2015,33.9726615396075
Hong Kong,HKG,2016,34.87539106854
Hungary,HUN,1965,13.59724999999998
Hungary,HUN,1966,16.856249999999974
Hungary,HUN,1967,21.63474999999997
Hungary,HUN,1968,27.22899999999996
Hungary,HUN,1969,32.41599999999995
Hungary,HUN,1970,36.352999999999945
Hungary,HUN,1971,37.85549999999994
Hungary,HUN,1972,40.85974999999994
Hungary,HUN,1973,48.52024999999992
Hungary,HUN,1974,51.67549999999992
Hungary,HUN,1975,57.40324999999991
Hungary,HUN,1976,68.92724999999989
Hungary,HUN,1977,74.2797499999999
Hungary,HUN,1978,81.34124999999987
Hungary,HUN,1979,85.92224999999986
Hungary,HUN,1980,92.71974999999986
Hungary,HUN,1981,94.84099999999987
Hungary,HUN,1982,99.04874999999984
Hungary,HUN,1983,98.74574999999984
Hungary,HUN,1984,100.56549999999986
Hungary,HUN,1985,102.66749999999983
Hungary,HUN,1986,108.90224999999984
Hungary,HUN,1987,108.11624999999984
Hungary,HUN,1988,106.93824999999984
Hungary,HUN,1989,108.94799999999982
Hungary,HUN,1990,103.65888888888892
Hungary,HUN,1991,102.78944444444448
Hungary,HUN,1992,90.36000000000003
Hungary,HUN,1993,97.23777777777782
Hungary,HUN,1994,98.19611111111114
Hungary,HUN,1995,106.70388888888893
Hungary,HUN,1996,119.0616666666667
Hungary,HUN,1997,112.91388888888893
Hungary,HUN,1998,113.69833333333338
Hungary,HUN,1999,115.19583333333338
Hungary,HUN,2000,112.3080555555556
Hungary,HUN,2001,124.56472222222226
Hungary,HUN,2002,125.72666666666672
Hungary,HUN,2003,138.23472222222227
Hungary,HUN,2004,136.21333333333337
Hungary,HUN,2005,140.65250000000003
Hungary,HUN,2006,133.24222222222227
Hungary,HUN,2007,124.49722222222226
Hungary,HUN,2008,122.82250000000005
Hungary,HUN,2009,106.43638888888893
Hungary,HUN,2010,114.15416666666671
Hungary,HUN,2011,109.13527777777782
Hungary,HUN,2012,97.39972222222227
Hungary,HUN,2013,90.80138888888892
Hungary,HUN,2014,81.17333333333336
Hungary,HUN,2015,87.09250000000003
Hungary,HUN,2016,93.40722222222223
India,IND,1965,2.37252
India,IND,1966,2.6632700000000002
India,IND,1967,3.55878
India,IND,1968,3.9542000000000006
India,IND,1969,4.74504
India,IND,1970,6.882083713640701
India,IND,1971,7.292882250000001
India,IND,1972,7.999404750000001
India,IND,1973,7.9784707500000005
India,IND,1974,9.03040425
India,IND,1975,11.560801500000002
India,IND,1976,14.044097250000002
India,IND,1977,14.999211000000003
India,IND,1978,16.752433500000002
India,IND,1979,20.8345635
